# Digitized by GSYS2.4.7
# Date =  18.Jun.2018,  18:12:23
# Number of data = 202
# set xrange[0.0, 6.0]
# set yrange[0.0, 0.02] 
# MD5Fig : e251324cb3fe8213135974ec927d9647
# Axis_X : 3fc5ab8c9ca353c13fec08d5a26f3c093feae0ec59bf0f303febef225588bbef
# Axis_Y : 3fc5ab8c9ca353c13fec08d5a26f3c093fc56f512eb0c4f23faeea814b5c35cf
#    x          y    
 2.383E+00  8.568E-04
 2.386E+00  9.528E-05
 2.417E+00  5.687E-04
 2.451E+00  7.754E-05
 2.455E+00  5.851E-04
 2.489E+00  2.970E-04
 2.499E+00  1.532E-03
 2.567E+00  6.683E-04
 2.571E+00  9.292E-05
 2.618E+00  1.092E-04
 2.618E+00  6.338E-04
 2.657E+00  6.333E-04
 2.665E+00  1.425E-04
 2.717E+00  1.249E-04
 2.717E+00  6.664E-04
 2.806E+00  7.298E-05
 2.807E+00  5.975E-04
 2.849E+00  7.243E-05
 2.850E+00  6.308E-04
 2.926E+00  3.760E-05
 2.927E+00  3.422E-04
 3.042E+00  1.884E-04
 3.235E+00  1.690E-04
 3.428E+00  1.835E-04
 3.677E+00  1.295E-04
 3.822E+00  1.276E-04
 4.131E+00  1.068E-04
 4.607E+00  6.683E-05
 4.963E+00  6.227E-05
 5.584E+00  7.123E-05
 5.841E+00  6.794E-05
