time(d),irrad:oriout.cu73,irrad:oriout.zn79,irrad:oriout.ga79,irrad:oriout.ga80,irrad:oriout.ga81,irrad:oriout.ga82,irrad:oriout.ge84,irrad:oriout.ge85,irrad:oriout.ge86,irrad:oriout.as84,irrad:oriout.as85,irrad:oriout.as86,irrad:oriout.as87,irrad:oriout.se87,irrad:oriout.se88,irrad:oriout.se89,irrad:oriout.br87,irrad:oriout.br88,irrad:oriout.br89,irrad:oriout.br90,irrad:oriout.br91,irrad:oriout.br92,irrad:oriout.br93,irrad:oriout.kr92,irrad:oriout.kr93,irrad:oriout.kr94,irrad:oriout.kr95,irrad:oriout.kr96,irrad:oriout.rb92,irrad:oriout.rb93,irrad:oriout.rb94,irrad:oriout.rb95,irrad:oriout.rb96,irrad:oriout.rb97,irrad:oriout.rb98,irrad:oriout.rb100,irrad:oriout.sr97,irrad:oriout.sr98,irrad:oriout.sr99,irrad:oriout.sr100,irrad:oriout.y97,irrad:oriout.y98,irrad:oriout.y99,irrad:oriout.y100,irrad:oriout.y101,irrad:oriout.y102,irrad:oriout.y103,irrad:oriout.zr103,irrad:oriout.zr104,irrad:oriout.zr105,irrad:oriout.nb104,irrad:oriout.nb105,irrad:oriout.nb106,irrad:oriout.nb107,irrad:oriout.mo109,irrad:oriout.mo110,irrad:oriout.tc109,irrad:oriout.tc110,irrad:oriout.tc111,irrad:oriout.tc112,irrad:oriout.rh116,irrad:oriout.rh117,irrad:oriout.ag120,irrad:oriout.ag121,irrad:oriout.cd130,irrad:oriout.in127,irrad:oriout.in128,irrad:oriout.in129,irrad:oriout.in130,irrad:oriout.in131,irrad:oriout.in132,irrad:oriout.sn133,irrad:oriout.sn134,irrad:oriout.sn135,irrad:oriout.sb135,irrad:oriout.sb136,irrad:oriout.sb137,irrad:oriout.te136,irrad:oriout.te137,irrad:oriout.te138,irrad:oriout.i137,irrad:oriout.i138,irrad:oriout.i139,irrad:oriout.i140,irrad:oriout.i141,irrad:oriout.xe141,irrad:oriout.xe142,irrad:oriout.xe143,irrad:oriout.xe144,irrad:oriout.cs141,irrad:oriout.cs142,irrad:oriout.cs143,irrad:oriout.cs144,irrad:oriout.cs145,irrad:oriout.cs146,irrad:oriout.cs147,irrad:oriout.ba147,irrad:oriout.ba148,irrad:oriout.ba149,irrad:oriout.la147,irrad:oriout.la148,irrad:oriout.la149,irrad:oriout.la150
1.28E-07,1.07E-16,1.27E-15,1.29E-15,2.64E-15,1.11E-15,6.06E-16,1.10E-13,2.09E-14,0,1.90E-13,2.47E-14,1.18E-14,2.11E-13,1.37E-13,2.78E-13,6.04E-13,8.71E-14,3.22E-13,5.89E-13,1.16E-13,7.19E-14,7.67E-14,1.15E-12,3.38E-13,8.48E-13,2.30E-13,8.47E-14,2.93E-13,1.39E-13,7.01E-14,2.34E-13,1.95E-13,5.32E-13,2.91E-14,5.51E-14,7.75E-13,1.42E-12,1.13E-13,7.15E-13,5.19E-13,2.90E-12,2.34E-13,7.10E-13,3.03E-13,7.88E-13,1.02E-12,4.97E-14,1.27E-12,8.36E-13,2.38E-13,8.44E-13,2.41E-13,5.60E-14,2.15E-14,2.21E-13,1.04E-13,2.21E-13,1.06E-13,6.81E-14,3.25E-14,1.34E-14,9.84E-15,2.79E-14,4.08E-15,1.60E-13,3.11E-14,5.27E-14,4.74E-14,1.98E-13,1.46E-13,1.02E-14,4.30E-14,4.55E-15,2.34E-15,2.91E-14,7.02E-15,1.54E-13,1.54E-13,5.54E-14,1.26E-12,1.04E-13,1.15E-12,3.12E-14,1.81E-13,7.28E-14,1.18E-13,1.86E-13,5.96E-13,1.12E-14,8.37E-14,3.83E-13,5.98E-13,7.44E-14,5.11E-14,7.96E-15,1.59E-15,9.58E-14,3.03E-14,3.16E-15,1.21E-13,4.86E-13,9.63E-14,3.13E-14
